ARTICULO	DESCRIPCION	CLASIFICACION_2	ULTIMO_INGRESO	ACTIVO	NOTAS	UNIDAD_VENTA	CANASTA_BASICA	CODIGO_HACIENDA
180	Transporte	SUMINISTRO	Aug 10 2020  5:18PM	N	 	SP	N	6511300009900
181	APLICADORES PLÁSTICOS 1X100	SUMINISTRO	Aug  8 2025  4:59PM	S	 	PTE	N	3699007990500
183	ACIDO ACETICO LOTTE INEOS  99%  G/A (CUBETA 30K)	QUMIICODIST	Dec 16 2024  4:36PM	S	 	KG	N	3414001020100
185	VANISH WHITE LÍQUIDO P/BLANCO BOLSA 500GR	SUMINISTRO	Apr  1 2024  5:49PM	S		UND	N	3532201999900
186	ACIDO ACETICO SAMSUNG (ESTAÑON 210 KLS)	QUMIICODIST	Aug  2 2020 10:16AM	S	 	ESTN	N	3414001020100
187	ACIDO NITRICO ESTAÑON 290 KL	QUIMICOS	Jun 23 2020 12:00AM	S		ESTN	N	3423301009900
188	JABON CILINDRICO IREX  270 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532101990000
192	CERA BLANCA MARCA REX GL	SUMINISTRO	Jun 23 2020 12:00AM	S		GALON	N	3533200019900
193	LAVAPLATOS Liquido  Garend 860ml Limon	JESAN	Feb 27 2025  4:33PM	S	 	UND	N	3532101990000
194	BOLSA 24 X 40 X 3  TRANSP (bult 25kg)	BOLSAS	Aug 13 2025  9:24AM	S	 	KG	N	3641099999900
196	SAL  BROCHA SARU 1X25	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2399908000200
197	SHAMPOO PARA CARRO 1000ML	QUIMICOS	Aug  2 2020 10:16AM	S		LT	N	3532201999900
198	PLUMEROS DE POLIESTER VIRUTEX	SUMINISTRO	Jul  9 2025  4:48PM	S		UND	N	3899399040000
199	ROUND UP HERBICIDA 1000ML	SUMINISTRO	Jun 23 2020 12:00AM	S		LT	N	
2	CUBETA + TAPA 1 GL BLANCA	SUMINISTRO	Jun 23 2020 12:00AM	S		GALON	N	3649001990100
20	GALLETA SORBETO POZ VAINILLA 1X12	SUMINISTRO	Sep 29 2023  4:48PM	S		PTE	N	2341000009900
2000	CARBON SATO NEGRO 110X450 R01	OTROS	Jul 11 2025  3:04PM	S		UND	N	
2001	PISTOLA PARA MANGUERA PLASTICA	SUMINISTRO	May 26 2025  5:31PM	S		UND	N	3694000999900
2002	PATO MR MUSCULO ANTI HONGOS 650 ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533199000000
201	BAYTALCID 1  X12	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
202	SUPER BONDER PEGAMENTO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
203	VINAGRE GL	SUMINISTRO	May  6 2025  3:49PM	S		GALON	N	2399400009900
204	GRASA MULTIPROPOSITO 14ONZ	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
205	NAIS 236 ML BOLSA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
207	DETERGENTE EN POLVO  2 KL	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
210	BANDEJA 9X9 ESTEREOFON C/ DIVISIÓN	SUMINISTRO	Jun 23 2020 12:00AM	S		BULTO	N	3649099000600
211	NAIS LOCTITE BOTELLA ROCIADOR  236 ML	SUMINISTRO	Aug 20 2025  4:55PM	S	 	UND	N	3511099000100
213	DETERGENTE LIQUIDO GOYCA GL	SUMINISTRO	Jun 23 2020 12:00AM	S		GALON	N	3532201050000
221	JABON BACTEX SURT. PTE 1 X 4  110 GRS	SUMINISTRO	Apr 16 2025  5:16PM	S		PTE	N	3532101029900
226	ALKA GASTRIC 1X36	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
227	PANADOL EXTRAFUERTE 1X100	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
229	ALCOHOL ISOPROPILICO AL 99%	QUIMICOS	Jun 23 2020 12:00AM	S	 	KG	N	3466499999900
23	LAVAPLATOS AXION LIMON 235 GRAMOS	JESAN	Apr 29 2025  5:06PM	S	 	UND	N	3532101990000
230	ALCOHOL ISOPROPÍLICO LITRO	QUIMICOS	Feb 22 2024  5:19PM	S		LT	N	3466499999900
231	BOLSA CAMISETA MEDIANA BLANCA  (10X20)	BDISTR	Aug  7 2025  3:10PM	S	 	KG	N	3641099999900
233	GELATINA ROYAL FRESA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
235	PENETRANTE INDUSTRIAL EN AEROSOL	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
238	CLORO LIQUIDO AL 12% GAREND 1000ML	QUMIICODIST	Aug 14 2025  4:15PM	S	 	LT	N	3423101010000
239	EASY OFF BANG TRIGGER UD	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	 3532201030200
242	PRENSAS PARA ROPA 12 UNID.	SUMINISTRO	Sep 30 2020  6:29PM	S		PTE	N	3694000990500
243	CERA LIQUIDA PLEDGE KLARO NATURAL BOLSA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533200019900
244	GLADE SPORT ( PARA AUTO ) REPUESTO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533199000000
245	GALLETA MARIA 1 X 12	SUMINISTRO	Apr 13 2023  3:47PM	S	 	PTE	S	2341000009900
246	FELPA SQUEGEE P/VIDRIOS WASHER 16¨ REPUESTO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3899301999900
248	CLORO LOS CONEJOS COLOR 450 ML BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3423101010000
250	GALLETA MANTEQUILLA 1X10UND	SUMINISTRO	Aug 20 2025  8:08AM	S	 	PTE	S	2341000009900
251	CAFE VOLIO PERCOLADOR VERDE 500 GRAMOS	JESAN	Jun 23 2025  4:58PM	S	 	UND	S	2391102010200
253	DETERGENTE XEDEX  1300 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
254	CLORO LOS CONEJOS 900 ML BOLSA (CLOROX)	SUMINISTRO	May 28 2021  4:56PM	S		UND	N	3423101010000
255	HUMECTANTE PARA ROPA 1000ML	SUMINISTRO	Jun 23 2020 12:00AM	S		LT	N	
256	DESATORADOR CAÑERÍAS GL	SUMINISTRO	Apr 21 2023  4:05PM	S		GALON	N	3423107030000
257	FILTRO PARA CAFE (13X5) 1 X 500	SUMINISTRO	Aug  2 2020 10:16AM	S		PTE	N	3219903990200
26	CURITAS 1X100UND	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
260	SAL SARU FINA 25 KILOS	SUMINISTRO	Jun 23 2020 12:00AM	S		BULTO	N	2399908000200
261	BOMBILLOS 50 WATTS EMPALUX	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
262	PAPEL ALUMINIO INDUSTRIAL 12X1000	SUMINISTRO	Jun 28 2023  5:07PM	S		ROLLO	N	4153501990100
263	DETERGENTE ESPUMIL 1200 GRAMOS	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
264	GASA 3 X 3  40 UND DYNAREX	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
265	FANTA KOLITA 2.5 ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
266	FANTA NARANJA 2.5 LITROS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
267	VASOS #9 PLASTICO BLANCO 1X15 LINK	SUMINISTRO	Jun 19 2025  5:21PM	S		TIRA	N	3694000010100
269	TE MANZANA-CANELA 1 X 20	SUMINISTRO	Aug 13 2025  5:10PM	S	 	CAJITA	S	2391300000300
2702	SERVICIO DE ETIQUETADO DE ENVASE	ENVASES	Feb 23 2022 10:59AM	N	 	UND	N	8540000000000
271	CONFITE GUAYABITA	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2367000000500
272	AZUCAR DOÑA MARÍA 5 KILOS	SUMINISTRO	Aug 17 2023  5:23PM	S	 	PTE	S	
273	SALSA LIZANO 700ML BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
274	CAFE REY SELECTO MOLIDO  500 GRS	SUMINISTRO	Dec 21 2021  6:14PM	S	 	PTE	S	
276	SERVICIO DE BODEGAJE	OTROS	Aug  2 2020 10:16AM	S		UND	N	
277	SHAMPOO AUTOS 5 GL	SUMINISTRO	Jun 23 2020 12:00AM	S		CUB	N	3532201999900
279	DETERGENTE RINSO 900 GRS	SUMINISTRO	Jul  6 2023  8:45AM	S	 	UND	N	3532201060000
280	FRASCO TINTURA TIMEROSAL	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
281	AVENA TIO BONNY 360 GR	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2317099000000
282	DETERGENTE RINSO 1000 GRS	SUMINISTRO	Apr 22 2022  5:40PM	S		PTE	N	3532201060000
283	DESENGRASANTE SIN ATOMIZADOR LITRO	SUMINISTRO	Aug  2 2020 10:16AM	S		LT	N	3532201030100
285	BOLSA MEDIANA VERDE KANGURO  1 X 9	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3641099999900
286	DESTUPIDOR INODORO (BEJARANO)	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3627001990000
287	ENVASE GALON RECTANGULAR NATURAL 120GR	ENVASES	Aug 13 2025  9:40AM	S	 	UND	N	3649002009900
288	AGUA CRISTAL  600 ML BOTELLA	SUMINISTRO	Aug 10 2021 11:04AM	S		UND	N	2441099000000
289	HARPIC DESTOP DESTAPACAÑOS ROJO 1000ML	SUMINISTRO	Jun 23 2020 12:00AM	S		LT	N	3423107030000
290	DETERGENTE RINSO 1500 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
294	TE 7 AZAHARES  1 X 25	SUMINISTRO	Jul 16 2025  4:00PM	S	 	CAJITA	S	2391300000300
295	TE DIGESTIVO  1 X 25	SUMINISTRO	Aug 13 2025  5:10PM	S	 	CAJITA	S	2391300000300
296	LIMPIADOR ESPUMA TUFF STUFF AEROSOL 623GR	SUMINISTRO	Nov 29 2023 11:15AM	S		UND	N	3532201990400
3	ARROZ TIO PELON ROJO 1.800GR	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2316100000100
30	DETERGENTE SIN AROMA 500 GRAMOS GAREND	SUMINISTRO	Feb 17 2025  5:30PM	S		PTE	N	3532201060000
301	BATERIA PANASONIC ALCALINA AAA 1X2	SUMINISTRO	May  5 2023  6:01PM	S	 	PAR	N	4641001010100
302	PLAQUITA RAID APAR.REP. CONTRA ZANCUDOS	SUMINISTRO	Feb 23 2024  4:44PM	S	 	UND	N	3466100999900
303	RANITIDINA AMPOLLA 50 MG UD	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
304	SECADOR CARROS CHAMOIS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
305	BRILLO FINO KL	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533401000000
306	AGUA 375  ML BOTELLA	SUMINISTRO	Aug 22 2023  5:15PM	S	 	UND	N	2441099000000
307	VENDA ELASTICA 3´´	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
308	ALCOHOL GRADO ALIMENTICIO AL 95% GAREND ESTAÑON	SUMINISTRO	Aug 10 2023  3:43PM	S		GALON	N	3466499999900
31	MELAZA TANQUETA	MATPRIMAS	Jun 23 2020 12:00AM	S		UND	N	
312	CEPILLO C/MANGO  NEGRO 50 CM	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3899305000100
313	BASE FELPA P/LAVAR SUPERFICIES WASHER	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3699099999900
314	CERA KLARO AUTOBRILLO 445ML BOLSA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533200019900
315	PAJILLA FLEXIBLE C/ENVOLTURA 1X500	SUMINISTRO	Aug  2 2020 12:20PM	S		CAJITA	N	
316	TANG REFRESCO EN POLVO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2399905000200
319	DETERGENTE RINSO 5000 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
32	JABÓN LÍQUIDO PLATOS NEUTRO GAREND GL	QUIMICOS	Nov  7 2024  2:38PM	S		GALON	N	3532101029900
320	GLANCE LIMPIADOR CRISTALES TRIGGER	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532201990200
323	PAD AQUAMARINA 20" GAREND	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533401000000
326	COCA COLA LIGHT LATA 354ML	SUMINISTRO	Feb  9 2021  6:13PM	S	 	UND	N	2449001000000
331	ALCOHOL TODO USO 240 ML BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3466499999900
336	CUCHILLOS PLASTICOS BLANCO 1X15 LINK	SUMINISTRO	Jan 16 2025  5:07PM	S	 	PTE	N	3694000010100
337	BOLSA AUTOCLAVE GRANDE 1 X 200	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	3641099999900
338	BOLSA AUTOCLAVE PEQUEÑA 1 X500	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	3641099999900
339	SHAMPOO AUTOS CON CERA 1000ML GAREND	QUIMICOS	Jun 23 2020 12:00AM	S		LT	N	3532201999900
34	DETERGENTE LIQUIDO NEUTRO GAREND GL	SUMINISTRO	Sep 19 2024  5:04PM	S		GALON	N	3532201050000
340	SUAVITEL PARA ROPA AROMA PRIMAVERA GL	SUMINISTRO	Jan 29 2025  5:00PM	S		GALON	N	3532201020000
341	TE VERDE 1 X 25	SUMINISTRO	Aug 13 2025  5:10PM	S	 	CAJITA	S	2391300000300
342	DETERG. LÍQ. P/ROPA FLORAL GAREND GL	SUMINISTRO	Aug  2 2020 10:16AM	S		GALON	N	3532201050000
344	TE FRIO LIOTE 1 X 24	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	2399905000200
345	LECHE EN POLVO PINITO 400 GRS	SUMINISTRO	Feb 12 2025  2:44PM	S	 	PTE	S	3562102010104
346	VENENO PARA RATAS RACUMIN	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
347	FRESCA  2.5 LITROS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
349	WYPALL X 70  / 1 X 100	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	3219302039900
351	PAD NEGRO 17" GAREND	QUIMICOS	Jun 23 2020 12:00AM	S		UND	N	3533401000000
355	GOOD SENSE ODOR ELIMINATOR	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533199000000
357	GALLETA SODA POZUELO 8UND	SUMINISTRO	Aug 14 2025 11:59AM	S	 	PTE	S	2341000009900
358	ALCOHOL 38 B 1000ML	SUMINISTRO	Jun 30 2025  6:24PM	S		LT	N	3466499999900
361	DETERGENTE RINSO 450 GRAMOS	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
362	DETERGENTE XEDEX 1500GR MULTIACCION	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
363	BOLSA 14 X 20 X 5,5 BLANCA	SUMINISTRO	Jun 23 2020 12:00AM	S		KG	N	3641099999900
364	LIMPIADOR DE PISO CERÁMICA GL	SUMINISTRO	Aug  2 2020 10:16AM	S		GALON	N	3532201990400
367	LAVAPLATOS AXION LIMON 850 GRAMOS	JESAN	Aug 12 2025  5:20PM	S	 	UND	N	3532101990000
368	CHOCOLATE EN POLVO	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2399905000200
369	CERA ROJA MARCA  REX GL	SUMINISTRO	Jun 23 2020 12:00AM	S		GALON	N	3533200019900
37	TENEDORES PLÁSTICO BLANCO 1X15 LINK	SUMINISTRO	Nov 28 2024  5:57PM	S		PTE	N	3694000010100
370	CHOCOBOLAS 150GR 1X30 UND	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2366000009900
372	JSHOP 600 BIB	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
373	GALLETA NABISCO CHIPS AHOY	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2341000009900
375	PRESTOBARBA UD	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
376	COFFEE MATE LIGHT FRASCO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
378	J 512 SANITIZANTE CARTUCHO SOLUTION	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3466499999900
38	VASOS #7 PLASTICO BLANCO 1X15 LINK	SUMINISTRO	Jul 22 2025 10:45AM	S		TIRA	N	3694000010100
381	LAVAPLATOS IDEAL  1000 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532101990000
383	ENVASE 60ML TRANSPARENTE C/TAPA PRESS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3649002009900
384	ESCOBA DE MILLO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3899301020100
386	DETERGENTE RENDIDOR 1000GR	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
387	TIJERA CORRIENTE	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
39	VASELINA EN PASTA KL	SUMINISTRO	Jul 11 2025  3:11PM	S		KG	N	3350000019900
396	CLORO GRANULADO AL 70  HIPOCLORITO CALCIO	SUMINISTRO	Apr 22 2025  5:18PM	S	 	KG	N	3423101010000
397	TOALLA SCOTT DURAMAX 1X52	SUMINISTRO	Jun 23 2020 12:00AM	S		ROLLO	N	3219302039900
398	BRASSO BAÑOS LIMPIADOR 250 ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532201030200
4	CAFE 1820 DE 500 GRAMOS	SUMINISTRO	Dec  6 2023  4:29PM	S	 	PTE	S	2391102010200
40	ALCOHOL GEL GAREND 1000ML	QUIMICOS	Jun 23 2020 12:00AM	S		LT	N	3532399000300
400	DESINFECTANTE POETT LOVEEVOLUTION GALON	SUMINISTRO	Aug  2 2020 10:16AM	S		GALON	N	3466499999900
401	DETERGENTE ESPUMIL  500 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
402	CAFE BRITT EN GRANO EMPAQUE VERDE 340 GR	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
403	CAFÉ BRITT EN POLVO ROJO LIGHT	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
404	CAFÉ BRITT ROJO LIGHT	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
405	SET 16 CUBIERTOS ACERO MANGO ROJO SONOMA	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
407	SQUEGEE VIDRIOS  EXTENSIBLE C/ESPONJA VIRUTEX	SUMINISTRO	May 10 2022  6:23PM	S		UND	N	3899301999900
409	HIPOCLORITO DE SODIO  CLORO 12% (EN TANQUETA 1160K)	QUMIICODIST	Jul 21 2025 10:21AM	S	 	KG	N	3694000999900
41	COCA COLA 2.5 LITROS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
410	LISTERINE 250 ML ENJUAGUE BUCAL BOTELLA	SUMINISTRO	Aug  2 2020 10:16AM	S		UND	N	3532304000400
4111	REGLETA CON PUNZÓN	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
4112	HOJA LEDGER ESCRITURA BRAILE	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
413	BOMBA SIFON PLASTICA P/ESTAÑON	SUMINISTRO	Aug 22 2025  5:20PM	S	 	UND	N	3694000999900
415	JABON TOCADOR PALMOLIVE 125 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532101990000
416	TE VERDE DE MANZANA TROPICAL  1 X 24	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2391300000300
417	TYLOSE H 60000 YP2 KL	SUMINISTRO	Mar  6 2025  5:17PM	S		KG	N	
418	ENROLLADOR P/MANGUERA METALICO PARED	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
419	HIDROLAVADORA SENCILLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
42	VOLTAREN 75 MG AMPOLLAS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
420	ESPEJO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3711601990200
422	NIAGARA SPRAY LATA 22 OZ	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
423	GLADE ANTITABACO UD	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533199000000
425	PANADOL ALERGIA/SINUSITIS 1X50	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
431	ATRAPADOR "GATO PAPEL" 1X84 UD	SUMINISTRO	Dec  8 2021  6:18PM	S	 	UND	N	3214904029900
433	CERA PARA CARRO LÍQUIDA	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	3533200019900
434	LOCION REPELENTE MARCA OUTT 1 X 12	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	3532399000400
435	JABÓN LÍQUIDO DESENGRASANTE MANOS 1000ML	SUMINISTRO	Jun 23 2020 12:00AM	S		LT	N	3532101029900
436	CERA PISOS BLANCA 1000ML	SUMINISTRO	Aug  2 2020 10:16AM	S		LT	N	3533200019900
437	DESODORANTANTE WIZARD EN BOLITA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533199000000
439	ABRILLANTADOR P/ PISOS GL GAREND	QUIMICOS	Nov 12 2021  7:55AM	S		GALON	N	3533200999900
44	TE COLITIS  1X25UND	SUMINISTRO	Aug 31 2023  6:59PM	S	 	CAJITA	S	2391300000300
441	REPUESTO P/ LAMPARA FLUOREC COBRA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
443	TABCIN EFERVECENTE GRIPE/TOS  1X12	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
444	PASTILLA HARPIC 2 EN 1	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533199000000
4444	LAMINA 221 CM X 221 CM X 2 TRANSPARENTE	BOLSAS	Nov 12 2021 11:09AM	S		KG	N	3641099999900
44444	COSTO FLETE MULTIPLAZA ESCAZÚ	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	6511900009900
445	DESINFECTANTE POETT FLORAL GL	SUMINISTRO	Aug 11 2022  9:43AM	S		GALON	N	3466499999900
446	COBERTOR P/CAMILLA BLANCO 45.72CM X 68.58MT	SUMINISTRO	Nov 22 2022  3:17PM	S		UND	N	3219306000100
447	JABON CILINDRICO DOÑA BLANCA 170 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532101990000
448	LAVAPLATOS LIMON LIQUIDO AZUL GAREND GALON	SUMINISTRO	Aug 26 2025 12:16PM	S		UND	N	3532101990000
450	MANTECA CLOVER BARRA 460 GR	SUMINISTRO	Sep 28 2023  5:12PM	S	 	UND	S	2170000000300
451	FRIJOL DON PEDRO ROJO 900 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	170102000400
452	ARROZ TIO PELÓN ROJO 12X1800 GR	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2316100000100
454	CAJA DE CARTON IMPRESAS GAREND	SUMINISTRO	Mar 18 2021  7:07PM	S		UND	N	3215301009900
458	LAVAPLATOS ACIBRIL 1000 GRAMOS	SUMINISTRO	Nov 15 2024  5:09PM	S		UND	N	3532101990000
459	CAJA CARTON 12 LITROS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3215301009900
46	DETERGENTE UNOX  35 GRAMOS	SUMINISTRO	Sep 28 2021  6:50PM	S		PTE	N	3532201060000
460	ANTIFLUDES 1X12	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
461	ALKA GASTRIC 1X12	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
462	ACETAMINOFEN 20 UND	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
463	GALLETA CREMAS 1X12 POZUELO	SUMINISTRO	Aug 13 2025  2:21PM	S	 	PTE	N	2341000009900
464	GALLETA SODA INTEGRAL	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2341000009900
465	BRILLO EN ROLLO BROCHO (GRUESO)	SUMINISTRO	Oct 27 2023  5:25PM	S		UND	N	3533401000000
466	ENVASE CUBETA 60 LTS USADA	OTROS	Jun 23 2020 12:00AM	S		UND	N	3649002009900
468	CERA LIQUIDA PLEDGE KLARO ROJA BOLSA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533200019900
469	CREMA MANOS MARCA DOVE 200 ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
47	GINGER ALE MINI LATA 12X237ML	SUMINISTRO	Jul 11 2025  5:41PM	S		UND	N	2449001000000
470	PASTA DENTAL COLGATE PEQUEÑA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532304000100
471	BOMBILLO EMPALUX 100 WATTS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
475	ACEITE MARCA CAPULLO GL	SUMINISTRO	Jun 23 2020 12:00AM	S		GALON	N	2165200009900
476	BALDE PLÁSTICO 19 LITROS	OTROS	Jun 23 2020 12:00AM	S		UND	N	3649001990100
477	LATA REMOVEDOR TINTA SPRAY	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
478	DETERGENTE ARIEL 1000 GR	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
479	AZAFATE PLASTICO 14X18" BEIGE CARLISE	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
48	JABÓN NEUTRO LIMPIEZA PICHINGA 5 GALONES	SUMINISTRO	Jun 23 2020 12:00AM	S		PICH	N	3532101029900
480	MECHA PARA MECANICOS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2732099000200
481	LIMPIADOR PIZARRAS 240 ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532201990400
482	GALLETA RECREO 10 UNID	SUMINISTRO	Aug 20 2025  8:08AM	S	 	PTE	N	2341000009900
483	JABON LIQUIDO ROPA 5 GL	SUMINISTRO	Jun 23 2020 12:00AM	S		CUB	N	3532101029900
485	PASTILLA BAYTALCID 1X60	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
486	SAL ANDREWS EN SOBRE 1X50	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	
487	FORMALINA GL	OTROS	Jun 14 2022  6:29PM	S		GALON	N	
488	CAJA PLASTICA COLOR AZUL	OTROS	Aug  2 2020 10:16AM	S		UND	N	3649001019900
489	BOLSA 24 X 40 X 2 BLANCA	BOLSAS	Apr 25 2025  7:45AM	S	 	KG	N	3641099999900
49	COCA COLA LIGHT 2 LITROS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
493	PALILLOS DIENTES 250 UND	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	3191200990300
494	PALO DE MADERA PARA ESCOBA ETERNA	GOLDEN	Feb  1 2024 12:49PM	S	 	UND	N	3191100009900
495	MAYONESA PORCIÓN 200 SOBRES HEINZ	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	
497	PEROXIDO HIDROGENO 50% 30 KGS	OTROS	Aug  2 2020 10:16AM	S		CUB	N	3428001990000
498	PEROXIDO HIDROGENO 35 %  35 KGS	OTROS	Jan  7 2025  1:53PM	S	 	LT	N	3428001990000
5	FORMALINA REENVASE	QUIMICOS	Aug 26 2024  4:01PM	S		KG	N	
